90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
11 14 8
3 0 3
8 5 2
5 0 3
7 1 0
6 5 0
446 6 1
413 168 1
91 262 1
410 359 1
37 48 1
95 41 1
350 291 1
374 20 1
21 348 1
168 484 1
234 53 1
418 438 1
288 127 1
228 393 1
483 307 1
310 117 1
14 309 1
435 451 1
249 19 1
298 303 1
8 344 1
489 202 1
485 93 1
23 87 1
3 448 1
458 118 1
296 298 1
89 298 1
157 472 1
38 292 1
422 446 6
30 413 168
400 91 262
155 410 359
124 37 48
483 95 41
102 350 291
336 374 20
96 21 348
199 168 484
281 234 53
499 418 438
400 288 127
467 228 393
148 483 307
421 310 117
313 14 309
116 435 451
100 249 19
56 298 303
224 8 344
109 489 202
195 485 93
343 23 87
314 3 448
200 458 118
80 296 298
281 89 298
9 157 472
122 38 292
10 1 2
0 0 0
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
90 60 30
95 20 30
90 80 30
71 60 10
84 60 90
422 446 6
30 413 168
400 91 262
